Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201290032495148,1.6933504885738497,1.603296429913918,1.6916671991348267,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127069779419912,1.716073394607065,1.6706257262015356,1.683250069618225,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832507758068826,1.6874588385354785,1.6580020783807008,1.6748344898223877,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.666417795821863,1.666417795821863,1.5780472159401218,1.60750412940979,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159206597904248,1.6622099876403809,1.6032961517156292,1.6622099876403809,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563189678630512,1.6706266074228826,1.641169683561192,1.658002257347107,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706258231992253,1.6706258231992253,1.6159202248658353,1.628544569015503,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.624336267719021,1.653793176310244,1.6058205745749103,1.6411688327789307,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327525502489757,1.6580013978388402,1.6066622188806294,1.6411688327789307,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.628544544543802,1.6293861888780987,1.5990876349523884,1.6117119789123535,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159204133335903,1.6369610428794585,1.60750412940979,1.60750412940979,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032959020275483,1.645377160983938,1.5974045514580157,1.630228042602539,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369616203783737,1.6672600284547714,1.63443668615229,1.658002257347107,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495855479080128,1.6537936100129238,1.6125539913811335,1.6201286315917969,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.6192866417263654,1.6352775632638086,1.6159202248658353,1.628544569015503,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.62854518851412,1.7337483639927156,1.62854518851412,1.7185990810394287,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084991784165255,1.7674130096145888,1.7084991784165255,1.7589967250823975,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580082407181,1.8010776187419972,1.7463720212656308,1.7817202806472778,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674128047056807,1.8431590356590444,1.7674128047056807,1.7842453718185425,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.7842456552140349,1.8094943493663735,1.7379561685650373,1.7690963745117188,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690964284787092,1.78424570964316,1.753947147314258,1.7674131393432617,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674128859533946,1.7758291698967208,1.6748340836313353,1.712707281112671,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.7169152800306822,1.7169152800306822,1.6032958522691627,1.6243364810943604,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.6369607056272222,1.641168766458531,1.5654225478043529,1.5738388299942017,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612146271495049,1.5612146271495049,1.4307627899259818,1.5166085958480835,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.516608100634888,1.6201279242833455,1.516608100634888,1.5780466794967651,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780471618898289,1.648743687584674,1.55784817748091,1.6243364810943604,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.641168963432392,1.6672592968777897,1.6142369856142718,1.659684658050537,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.683250481085268,1.6916667655961495,1.6647347835831492,1.6815671920776367,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815673568954246,1.7674131783714446,1.674834360732244,1.733748197555542,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253314679086715,1.7337477510770907,1.691666495762245,1.700082778930664,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.6874579393872435,1.6874579393872435,1.5990873849558345,1.6032954454421997,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990879222771779,1.5990879222771779,1.5443823149363076,1.5687893629074097,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.5696310738583208,1.5822554206212065,1.5519570204957367,1.5654230117797852,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612149616092463,1.6032962291515689,1.5612149616092463,1.5948801040649414,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948794561932198,1.6327524852801554,1.5561646223068237,1.5561646223068237,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654227378411498,1.5654227378411498,1.4955678600815607,1.540173888206482,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317582027514576,1.6159207378361027,1.5317582027514576,1.5948801040649414,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.590671485665201,1.6032958306849134,1.5780471406454881,1.5923547744750977,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.5915133392297345,1.5915133392297345,1.5570067167282104,1.5570067167282104,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.5696306501996669,1.5696306501996669,1.5199747605446186,1.5359656810760498,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.531757788536328,1.5628978282015284,1.530916144149802,1.5620561838150024,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.5780473225995113,1.6159205225528095,1.5780473225995113,1.5990879535675049,1225600,0.0,0.0
2002-04-17 00:00:00-04:00,1.6201283732438745,1.7042908861396602,1.6201283732438745,1.6672593355178833,3348800,0.0,0.0
2002-04-18 00:00:00-04:00,1.6672593355178835,1.695874602744631,1.661367985299539,1.6672593355178833,984800,0.0,0.0
2002-04-19 00:00:00-04:00,1.6672592642684874,1.7127070963431057,1.6672592642684874,1.7059741020202637,646400,0.0,0.0
2002-04-22 00:00:00-04:00,1.6958744130349146,1.6958744130349146,1.667259149009226,1.683250069618225,772800,0.0,0.0
2002-04-23 00:00:00-04:00,1.6790421730190468,1.704290862324058,1.641168978534278,1.6453770399093628,824800,0.0,0.0
2002-04-24 00:00:00-04:00,1.6428522018097336,1.6504268404047557,1.6327526301739554,1.633594274520874,1064800,0.0,0.0
2002-04-25 00:00:00-04:00,1.6335940627558816,1.6335940627558816,1.6133950826299917,1.6327524185180664,1727200,0.0,0.0
2002-04-26 00:00:00-04:00,1.624336693696708,1.6479022588551366,1.620128631591797,1.6201286315917969,1653600,0.0,0.0
2002-04-29 00:00:00-04:00,1.6117126517026517,1.6117126517026517,1.582255729814796,1.5906720161437988,2562400,0.0,0.0
2002-04-30 00:00:00-04:00,1.5780467614695735,1.6243360689284607,1.5738387009832084,1.6032954454421997,6894400,0.0,0.0
2002-05-01 00:00:00-04:00,1.624336463404156,1.7253315448760986,1.624336463404156,1.7253315448760986,1672000,0.0,0.0
2002-05-02 00:00:00-04:00,1.7169150233033514,1.7665709127480396,1.7169150233033514,1.7531049251556396,3316000,0.0,0.0
2002-05-03 00:00:00-04:00,1.7505805492401123,1.751422193798315,1.7303815614251055,1.7505805492401123,463200,0.0,0.0
2002-05-06 00:00:00-04:00,1.7497389873335185,1.9012314694672328,1.7497389873335185,1.8305349349975586,2146400,0.0,0.0
2002-05-07 00:00:00-04:00,1.822118963527775,1.8515758847081385,1.8052865518013574,1.8094946146011353,452800,0.0,0.0
2002-05-08 00:00:00-04:00,1.8263266518168326,1.8936566000522306,1.8263266518168326,1.8852403163909912,658400,0.0,0.0
2002-05-09 00:00:00-04:00,1.8936562013328735,1.9525700140296751,1.8936562013328735,1.9231131076812744,847200,0.0,0.0
2002-05-10 00:00:00-04:00,1.9357378910378216,1.9719277990328905,1.8515753740361771,1.8566250801086426,696000,0.0,0.0
2002-05-13 00:00:00-04:00,1.85746723683875,1.85746723683875,1.7547889955674925,1.8094946146011353,1929600,0.0,0.0
2002-05-14 00:00:00-04:00,1.8515756488424318,1.88524062853411,1.7505805492401123,1.7505805492401123,3958400,0.0,0.0
2002-05-15 00:00:00-04:00,1.7421638450158938,1.7674125312514504,1.6706256866455078,1.6706256866455078,5829600,0.0,0.0
2002-05-16 00:00:00-04:00,1.6706262983279903,1.7421644828913403,1.6706262983279903,1.733748197555542,5286400,0.0,0.0
2002-05-17 00:00:00-04:00,1.7463728368932085,1.809494746660433,1.7463728368932085,1.7867708206176758,4351200,0.0,0.0
2002-05-20 00:00:00-04:00,1.7867696697807038,1.8094935811872614,1.7758286164334063,1.7993940114974976,2336000,0.0,0.0
2002-05-21 00:00:00-04:00,1.9020728571883698,1.9062809186966772,1.7211234833677913,1.7253315448760986,3872000,0.0,0.0
2002-05-22 00:00:00-04:00,1.721965339574672,1.8094944505130544,1.7084993472037346,1.7884538173675537,1847200,0.0,0.0
2002-05-23 00:00:00-04:00,1.788453317120586,1.9104890194408892,1.788453317120586,1.8860818147659302,2157600,0.0,0.0
2002-05-24 00:00:00-04:00,1.8801906835858262,1.9946517605683092,1.8801906835858262,1.9744526147842407,2212000,0.0,0.0
2002-05-28 00:00:00-04:00,1.9820272793581373,2.044307685345746,1.9609866493839436,2.037574529647827,2082400,0.0,0.0
2002-05-29 00:00:00-04:00,2.0375741604297684,2.0375741604297684,1.9778188591840895,1.9862351417541504,4728000,0.0,0.0
2002-05-30 00:00:00-04:00,1.9862356541122574,1.9862356541122574,1.9483624530410464,1.95762038230896,3941600,0.0,0.0
2002-05-31 00:00:00-04:00,1.9576203586483187,2.04514930152669,1.9576203586483187,2.035891532897949,2708000,0.0,0.0
2002-06-03 00:00:00-04:00,2.0358914615075734,2.0358914615075734,1.9475207166840611,1.956778645515442,1817600,0.0,0.0
2002-06-04 00:00:00-04:00,1.953411787811231,2.0114839648896825,1.927321454555158,1.9719276428222656,1933600,0.0,0.0
2002-06-05 00:00:00-04:00,1.977819276112382,1.9929685558265426,1.9449959437498823,1.956778645515442,1752000,0.0,0.0
2002-06-06 00:00:00-04:00,1.956778645515442,1.9904436223650919,1.9517289391198123,1.956778645515442,1403200,0.0,0.0
2002-06-07 00:00:00-04:00,1.9357384191944922,1.9559374095228104,1.8987068566622565,1.9315303564071655,1752000,0.0,0.0
2002-06-10 00:00:00-04:00,1.9315291999149242,1.960985942843763,1.876823453270602,1.8936560153961182,854400,0.0,0.0
2002-06-11 00:00:00-04:00,1.9037565883147662,1.9146976470947266,1.8953403028154843,1.9146976470947266,323200,0.0,0.0
2002-06-12 00:00:00-04:00,1.8944982444710805,1.8953398888899304,1.836426063788513,1.8852403163909912,532000,0.0,0.0
2002-06-13 00:00:00-04:00,1.885240179191571,1.9441540000055018,1.859991490572599,1.9323711395263672,1297600,0.0,0.0
2002-06-14 00:00:00-04:00,1.9306885005655194,1.9306885005655194,1.7968700638160815,1.894498586654663,718400,0.0,0.0
2002-06-17 00:00:00-04:00,1.902073055716972,1.9736112325157802,1.902073055716972,1.9374213218688965,936800,0.0,0.0
2002-06-18 00:00:00-04:00,1.9374211034512647,1.9483621595977352,1.8768239908638733,1.895339846611023,260000,0.0,0.0
2002-06-19 00:00:00-04:00,1.8936567073282986,1.9483623134345516,1.8936567073282986,1.93573796749115,905600,0.0,0.0
2002-06-20 00:00:00-04:00,1.9239550544444288,1.9239550544444288,1.8339011932831628,1.8431589603424072,509600,0.0,0.0
2002-06-21 00:00:00-04:00,1.8305350371769498,1.8305350371769498,1.7589968541933125,1.7674131393432617,1016000,0.0,0.0
2002-06-24 00:00:00-04:00,1.7674126251697513,1.7674126251697513,1.6748338365077924,1.7270146608352661,1092800,0.0,0.0
2002-06-25 00:00:00-04:00,1.727015032120031,1.7497389521412283,1.6815671920776367,1.6815671920776367,829600,0.0,0.0
2002-06-26 00:00:00-04:00,1.6622100679217389,1.6622100679217389,1.5452241955228172,1.5948801040649414,2882400,0.0,0.0
2002-06-27 00:00:00-04:00,1.6075038485908522,1.683250069618225,1.591512927981853,1.683250069618225,1632000,0.0,0.0
2002-06-28 00:00:00-04:00,1.6790427988391166,1.7943453929759337,1.6689432230364036,1.7665717601776123,3480000,0.0,0.0
2002-07-01 00:00:00-04:00,1.758997020997387,1.7665716622979089,1.6537938479649201,1.661368489265442,1088000,0.0,0.0
2002-07-02 00:00:00-04:00,1.6605263542954636,1.6605263542954636,1.5039841882056986,1.5788887739181519,1637600,0.0,0.0
2002-07-03 00:00:00-04:00,1.5738392859848318,1.607504263970797,1.4518035601925205,1.5570067167282104,2226400,0.0,0.0
2002-07-05 00:00:00-04:00,1.5654228331487245,1.6378024879093926,1.5654228331487245,1.5999294519424438,455200,0.0,0.0
2002-07-08 00:00:00-04:00,1.6075040284149575,1.7127071695346896,1.5965628118432431,1.6672593355178833,1433600,0.0,0.0
